id,SMILES1,SMILES2,result
225.0,CC(=O)Oc1ccccc1C(=O)O,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,1
226.0,C1=CSC(=C2SC=CS2)S1,O=C1C(Br)=C(Br)C(=O)C(Br)=C1Br,1
227.0,FC(F)(I)C(F)(F)C(F)(F)C(F)(F)I,c1cc(-c2ccncc2)ccn1,1
228.0,C(=Cc1ccncc1)c1ccncc1,FC(F)(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,1
229.0,C(=Cc1ccncc1)c1ccncc1,FC(F)(I)C(F)(F)C(F)(F)C(F)(F)I,1
230.0,C(=Cc1ccncc1)c1ccncc1,FC(F)(I)C(F)(F)I,1
231.0,Fc1c(F)c(F)c2c(F)c(F)c(F)c(F)c2c1F,c1ccc(-c2ccccc2)cc1,1
232.0,Fc1c(F)c(F)c2c(F)c(F)c(F)c(F)c2c1F,c1ccc2c(c1)-c1ccccc1-2,1
233.0,C1CSC2=C(S1)SC(=C1SC3=C(SCCS3)S1)S2,Cc1cc(=C(C#N)C#N)c(C)cc1=C(C#N)C#N,1
234.0,CN(C)c1ccc(N=Nc2ccccc2C(=O)O)cc1,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,1
235.0,NC(=O)c1ccncc1,O=C(O)c1cccc([N+](=O)[O-])c1,1
236.0,NC(=O)c1ccncc1,O=C(O)c1ccc(F)cc1,1
237.0,CN(C)c1cccc(C(=O)O)c1,O=C(O)c1ccc([N+](=O)[O-])cc1,1
238.0,NC(=O)c1ccc([N+](=O)[O-])cc1,NC(=O)c1cnccn1,1
239.0,C(#Cc1ccccc1)c1ccccc1,Fc1c(F)c(F)c(C#Cc2c(F)c(F)c(F)c(F)c2F)c(F)c1F,1
240.0,CC12Cc3c[nH]nc3CC1CCC1C2CCC2(C)C1CCC2(C)O,CC12Cc3cn[nH]c3CC1CCC1C2CCC2(C)C1CCC2(C)O,1
241.0,C#CC1(O)c2cccc(Cl)c2C(O)(C#C)c2cccc(Cl)c21,CCNCC,1
242.0,Nc1nc(-c2csc(N)n2)cs1,c1cc(CCc2ccncc2)ccn1,1
243.0,Nc1nc(-c2csc(N)n2)cs1,c1cc(-c2nnc(-c3ccncc3)o2)ccn1,1
244.0,O=[N+]([O-])c1ccc(O)cc1,c1cc(-c2ccncc2)ccn1,1
